"","treated_unit","Introcommu.x","oftenmbta","PoliID.x","ideology.x","party.x","obama.x","X2010","election.x","intoviews.x","numberim.x","Remain.x","Englishlan.x","Hispanics.x","age","residency","Friends.x","race_1","race_2","race_3","race_4","race_5","hispanicID","gender","education","citizen","income","Community.x","Crime.x","Diverse.x","wealthcomm.x","welcome.y","disclosure.y","Introcommu.y","line.x","oftentrain","best_memor","Commutefre","MissTrain","habits","wait_on_pl","PoliID.y","registered","ideology.y","party.y","obama.y","election.y","intoviews.y","numberim.y","Remain.y","Englishlan.y","Hispanics.y","selfIDintr","Friends.y","Community.y","Crime.y","Diverse.y","wealthcomm.y","t.time","assignment","line.y","station","train","time","treatment","zip.pct.hispanic","white","us.born","income.new","hispanic.new","residency.new","time.treatment","a.time","obama.voter","romney.voter","obama.voter.x","romney.voter.x","obama.voter.y","romney.voter.y","male","liberal","conservative","democract","republican","obama.approve","obama.disapprove","ride.everyday","voted.2010","college"
"92","Franklin_Norfolk_708",1,4,1,1,1,2,5,1,1,2,2,1,0,60,5,5,NA,NA,NA,1,1,2,2,3,1,7,1,3,2,4,1,1,1,4,4,1,9,0,2,1,1,1,1,1,2,1,1,2,2,2,0,1,5,1,3,2,4,"t2b","T2b","Franklin","Norfolk","708","7:14",0,0.0172348244835889,1,1,135000,0,10.5447154471545,"b",0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
"94","Franklin_Norfolk_708",1,4,1,2,1,2,5,1,1,2,2,2,0,41,2,4,NA,NA,NA,1,NA,2,2,6,1,7,1,3,3,3,1,1,1,4,4,1,9,1,2,3,1,1,1,1,2,1,1,2,1,2,0,1,5,1,3,3,3,"t2b","T2b","Franklin","Norfolk","708","7:14",0,0.0172348244835889,1,1,135000,0,3.5,"b",0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"95","Franklin_Norfolk_708",1,4,1,2,1,2,5,1,1,4,4,4,0,30,2,0,NA,NA,NA,1,NA,2,2,6,1,7,1,3,3,3,1,1,1,4,5,1,1,0,2,3,1,1,2,1,2,1,1,3,3,4,0,1,0,1,3,3,3,"t2a","T2a","Franklin","Norfolk","708","7:14",0,0.0653856661506238,1,1,135000,0,3.5,"a",1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"96","Franklin_Norfolk_708",1,1,1,4,3,3,5,7,1,2,2,5,0.5,49,5,1,NA,NA,NA,1,NA,2,2,5,1,9,1,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t2a","T2a","Franklin","Norfolk","708","7:14",0,0.0653856661506238,1,1,300000,0,10.5447154471545,"a",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1
"97","Franklin_Norfolk_708",1,4,1,4,2,4,5,7,1,3,1,5,0,61,4,10,NA,NA,NA,1,NA,2,1,6,1,7,1,3,3,3,1,1,1,4,5,1,3,0,2,3,1,1,4,2,3,7,1,3,1,5,0,1,10,1,3,3,3,"t2a","T2a","Franklin","Norfolk","708","7:14",0,0.0653856661506238,1,1,135000,0,12.5,"a",1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1
"98","Franklin_Norfolk_708",1,4,1,3,3,4,4,6,1,2,4,5,0.25,21,5,0,NA,NA,NA,1,NA,2,2,5,1,7,1,3,3,3,1,1,1,4,5,1,20,0,2,3,1,1,3,3,4,6,1,2,4,4,0.25,1,0,1,3,3,3,"t2b","T2b","Franklin","Norfolk","708","7:14",0,0.0653856661506238,1,1,135000,0,10.5447154471545,"b",0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1
"99","Franklin_Norfolk_708",1,3,1,4,2,5,5,4,1,3,3,5,0,46,3,0,NA,NA,NA,1,NA,2,1,6,1,8,1,2,3,3,1,1,1,4,5,1,6,0,2,3,1,1,4,2,5,4,1,3,4,5,0,1,0,1,2,4,3,"t2b","T2b","Franklin","Norfolk","708","7:14",0,0.0653856661506238,1,1,250000,0,7.5,"b",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
"100","Franklin_Norfolk_704",1,4,1,4,3,4,5,7,1,5,2,5,0,53,3,2,NA,NA,NA,1,NA,2,1,5,1,8,1,4,3,3,1,1,1,4,4,1,9,0,2,3,1,1,4,3,4,7,1,4,4,4,0,1,1,1,4,3,3,"t2a","T2a","Franklin","Norfolk","704","6:19",1,0.0653856661506238,1,1,250000,0,7.5,"a",1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1
"101","Franklin_Norfolk_708",1,3,1,2,1,1,5,1,1,NA,2,1,0,52,5,2,NA,NA,NA,1,NA,2,2,6,2,8,1,3,3,3,1,1,1,4,3,1,8,0,2,2,1,1,2,1,1,1,1,2,1,2,0,1,2,1,3,3,3,"t2b","T2b","Franklin","Norfolk","708","7:14",0,0.0653856661506238,1,0,250000,0,10.5447154471545,"b",0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
"102","Franklin_Norfolk_708",1,4,1,3,1,4,5,1,1,3,4,1,0,45,4,3,NA,NA,NA,1,NA,2,1,6,1,5,1,3,3,3,1,1,1,4,5,1,9,0,2,1,1,1,3,1,4,1,1,3,4,1,0,1,2,1,3,3,3,"t2b","T2b","Franklin","Norfolk","708","7:14",0,0.0653856661506238,1,1,87500,0,12.5,"b",0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1
"103","Franklin_Norfolk_708",1,4,1,3,2,3,5,6,1,3,1,2,0,46,4,0,NA,NA,NA,1,NA,2,1,6,1,8,1,3,3,3,1,1,1,4,4,1,9,2,2,1,1,1,3,2,3,3,1,3,2,3,0,1,0,1,3,3,3,"t2a","T2a","Franklin","Norfolk","708","7:14",0,0.0653856661506238,1,1,250000,0,12.5,"a",1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1
"104","Franklin_Norfolk_704",1,4,1,5,3,5,5,7,1,3,5,3,0,33,2,0,NA,NA,NA,1,NA,2,1,6,1,9,1,1,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t2b","T2b","Franklin","Norfolk","704","6:19",1,0.0653856661506238,1,1,300000,0,3.5,"b",0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1
"105","Franklin_Norfolk_708",1,4,1,4,4,5,5,7,1,3,5,5,0.25,63,2,0,NA,NA,NA,1,NA,2,1,5,1,8,1,3,3,3,1,1,1,4,2,1,3,1,2,3,1,1,4,2,5,7,1,3,2,5,0.25,1,0,1,3,3,4,"t2a","T2a","Franklin","Norfolk","708","7:14",0,0.0653856661506238,1,1,250000,0,3.5,"a",1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1
"106","Franklin_Norfolk_708",1,4,1,4,3,4,5,7,1,5,5,5,0.5,21,3,1,NA,NA,NA,1,NA,2,2,5,1,8,1,3,4,3,1,1,1,4,5,1,6,0,3,NA,1,1,5,3,4,7,1,2,5,5,0.75,1,1,1,3,4,3,"t2a","T2a","Franklin","Norfolk","708","7:14",0,0.0653856661506238,1,1,250000,0,7.5,"a",1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1
"110","Franklin_Norwood Depot_732",1,4,1,2,1,1,3,1,1,3,3,3,0.25,31,2,0,NA,NA,NA,1,NA,2,1,6,1,5,1,3,4,3,1,1,1,4,5,1,4,0,2,3,1,1,2,1,1,1,1,3,3,3,0.25,1,0,1,3,4,3,"t4a","T4a","Franklin","Norwood Depot","732","8:05",0,0.0428990979651773,1,1,87500,0,3.5,"a",1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
"111","Franklin_Dedham Corp Center_732",1,4,1,3,1,2,5,2,1,5,5,5,0.25,35,3,2,NA,NA,NA,1,NA,2,2,5,1,6,1,3,3,3,1,1,1,4,4,1,5,0,2,1,1,1,4,1,2,1,1,4,5,5,0.5,1,2,1,3,4,3,"t2a","T2a","Franklin","Dedham Corp Center","732","8:11",1,0.0428990979651773,1,1,105000,0,7.5,"a",1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1
"112","Franklin_Norwood Depot_732",1,4,1,3,2,3,2,6,1,3,4,5,0,22,1,1,NA,NA,NA,1,NA,2,2,6,1,7,1,3,3,3,1,1,1,4,1,1,3,0,2,3,1,1,3,2,3,6,1,3,4,4,0.25,1,1,1,3,3,3,"t4a","T4a","Franklin","Norwood Depot","732","8:05",0,0.0428990979651773,1,1,135000,0,1,"a",1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
"113","Franklin_Norwood Depot_732",1,4,1,2,1,2,5,2,1,3,4,4,0.25,68,6,5,NA,NA,NA,1,NA,2,2,6,1,4,1,3,4,3,1,1,1,4,4,1,7,0,2,2,1,1,2,1,2,1,1,3,3,4,0,1,7,1,3,3,4,"t4a","T4a","Franklin","Norwood Depot","732","8:05",0,0.0428990979651773,1,1,62500,0,25.5447154471545,"a",1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"114","Franklin_Norwood Depot_734",1,3,1,2,1,1,5,1,1,3,1,4,0.25,27,2,7,NA,NA,NA,1,NA,2,1,4,1,6,1,2,3,2,1,1,1,4,4,1,1,0,2,2,1,1,2,4,1,1,1,3,1,4,0.25,1,7,1,3,4,3,"t4a","T4a","Franklin","Norwood Depot","734","8:47",1,0.0428990979651773,1,1,105000,0,3.5,"a",1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
"115","Franklin_Norwood Depot_734",1,4,1,2,1,2,5,1,1,1,1,1,0,22,6,5,NA,NA,NA,1,NA,2,1,5,1,6,1,4,4,3,1,1,1,4,3,1,10,2,2,2,1,1,2,1,2,1,1,2,1,1,0,1,10,1,3,4,3,"t4b","T4b","Franklin","Norwood Depot","734","8:47",1,0.0428990979651773,1,1,105000,0,25.5447154471545,"b",0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
"116","Franklin_Norwood Depot_734",1,4,1,3,1,2,1,3,1,2,2,5,0.5,30,2,0,NA,NA,NA,1,NA,2,2,5,2,4,1,5,4,5,1,1,1,4,5,1,2,0,2,2,1,1,3,1,2,3,1,2,5,5,0,1,0,1,4,4,4,"t4a","T4a","Franklin","Norwood Depot","734","8:47",1,0.0428990979651773,1,0,62500,0,3.5,"a",1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
"117","Franklin_Windsor Gardens_706",1,4,1,3,2,2,5,1,1,3,1,5,0,59,2,5,NA,NA,NA,1,NA,NA,1,4,1,4,1,3,1,4,1,1,1,4,5,1,6,0,2,2,1,1,3,2,4,5,1,3,2,5,0,1,5,1,3,4,3,"t2b","T2b","Franklin","Windsor Gardens","706","7:01",1,0.0428990979651773,1,1,62500,1,3.5,"b",0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
"119","Franklin_Windsor Gardens_702",1,4,1,2,1,2,5,1,1,3,4,3,0,56,4,4,NA,NA,NA,1,NA,2,2,6,1,4,1,3,3,3,1,1,1,4,5,1,7,0,2,1,1,1,2,1,2,1,1,3,1,3,0,1,4,1,3,3,3,"t2b","T2b","Franklin","Windsor Gardens","702","6:07",0,0.0428990979651773,1,1,62500,0,12.5,"b",0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"120","Franklin_Windsor Gardens_706",1,4,1,4,2,5,5,4,1,5,3,5,0,32,2,2,NA,NA,NA,1,NA,2,2,6,1,3,1,3,4,2,1,1,1,4,5,1,0,0,2,2,1,1,4,2,4,4,1,5,2,5,0,1,0,1,2,3,3,"t2a","T2a","Franklin","Windsor Gardens","706","7:01",1,0.0428990979651773,1,1,42500,0,3.5,"a",1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
"121","Franklin_Windsor Gardens_706",1,4,1,3,2,2,5,2,1,3,4,3,0,35,2,50,NA,1,1,NA,1,2,2,6,1,4,1,3,4,3,1,1,1,4,5,1,2,0,2,1,1,1,3,2,2,2,1,3,4,3,0,1,50,1,3,4,3,"t2a","T2a","Franklin","Windsor Gardens","706","7:01",1,0.0428990979651773,1,1,62500,0,3.5,"a",1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
"122","Franklin_Norwood Depot_732",1,4,1,3,2,2,5,1,1,3,1,5,0.5,23,1,2,NA,NA,NA,1,NA,2,1,6,1,9,1,3,3,3,1,1,1,4,5,1,16,0,2,3,1,1,3,2,2,3,1,1,1,4,0.25,1,1,1,3,3,3,"t4b","T4b","Franklin","Norwood Depot","732","8:05",0,0.0428990979651773,1,1,300000,0,1,"b",0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1
"124","Franklin_Norwood Depot_732",1,4,1,2,1,2,5,1,1,4,4,5,0,60,5,0,1,NA,NA,NA,NA,2,1,5,2,7,1,3,4,3,1,1,1,4,4,1,4,0,1,NA,1,1,2,2,2,1,1,3,5,5,0,1,0,1,3,4,3,"t4a","T4a","Franklin","Norwood Depot","732","8:05",0,0.0428990979651773,0,0,135000,0,10.5447154471545,"a",1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
"125","Franklin_Norwood Depot_732",1,4,1,5,2,5,5,7,1,4,4,5,0,50,6,2,NA,NA,NA,1,NA,2,1,6,1,8,1,3,3,4,1,1,1,4,5,1,10,0,2,2,1,1,5,4,5,7,1,3,5,4,0,1,2,1,3,4,4,"t4b","T4b","Franklin","Norwood Depot","732","8:05",0,0.0428990979651773,1,1,250000,0,25.5447154471545,"b",0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1
"126","Franklin_Windsor Gardens_706",1,4,1,2,2,2,1,1,1,1,1,1,0,31,2,20,NA,NA,NA,NA,1,1,1,3,1,4,1,3,3,3,1,1,1,4,5,1,14,0,2,3,1,2,2,2,2,1,1,3,1,1,0,1,40,1,3,3,3,"t2b","T2b","Franklin","Windsor Gardens","706","7:01",1,0.0194348202685145,1,1,62500,1,3.5,"b",0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
"128","Franklin_Dedham Corp Center_732",1,4,1,1,1,2,5,1,1,3,4,5,0,43,4,0,NA,NA,NA,1,NA,2,2,6,1,9,1,4,3,2,1,1,1,4,5,1,0,0,2,1,1,1,1,1,2,1,1,3,5,5,0,1,1,1,4,3,3,"t2a","T2a","Franklin","Dedham Corp Center","732","8:11",1,0.0161929488931402,1,1,300000,0,12.5,"a",1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"129","Franklin_Dedham Corp Center_732",1,4,1,3,1,2,5,3,1,4,2,5,0,30,6,2,NA,NA,NA,1,NA,2,2,5,1,6,1,3,4,3,1,1,1,4,5,1,5,0,2,3,1,1,3,4,2,2,1,4,5,5,0,1,0,1,3,4,3,"t2b","T2b","Franklin","Dedham Corp Center","732","8:11",1,0.0161929488931402,1,1,105000,0,25.5447154471545,"b",0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1
"130","Franklin_Norfolk_708",1,4,1,2,2,2,5,2,1,3,4,2,0,54,3,8,NA,NA,NA,1,NA,2,1,5,1,6,1,3,3,3,1,1,1,4,5,1,12,0,2,2,1,1,3,2,2,2,1,3,3,2,0,1,5,1,3,3,3,"t2b","T2b","Franklin","Norfolk","708","7:14",0,0.0121405750798722,1,1,105000,0,7.5,"b",0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1
"131","Franklin_Norfolk_704",1,4,1,4,3,5,5,7,1,2,4,5,0,52,4,5,NA,NA,NA,1,NA,2,2,3,1,6,1,3,3,3,1,1,1,4,5,1,10,0,2,3,1,1,4,3,5,7,1,3,2,5,0,1,5,1,3,3,3,"t2b","T2b","Franklin","Norfolk","704","6:19",1,0.0121405750798722,1,1,105000,0,12.5,"b",0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0
"132","Franklin_Norfolk_708",1,4,1,1,4,3,5,5,1,3,1,3,0,52,2,0,NA,NA,NA,1,NA,2,1,6,1,2,1,3,3,3,1,1,1,4,5,1,3,0,2,1,1,1,1,4,3,5,1,3,1,3,0,1,0,1,3,3,3,"t2a","T2a","Franklin","Norfolk","708","7:14",0,0.0121405750798722,1,1,23500,0,3.5,"a",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
"133","Framingham_Natick_P508",1,4,1,4,2,4,2,6,1,5,5,3,0,50,5,2,NA,NA,NA,1,NA,2,2,5,1,4,1,3,3,3,1,1,1,3,5,1,3,0,2,3,1,1,4,2,5,6,1,5,5,3,0,1,4,1,3,3,3,"t2a","T2a","Framingham","Natick","P508","7:56",0,0.0550222997866977,1,1,62500,0,10.5447154471545,"a",1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
"134","Franklin_Dedham Corp Center_732",1,4,1,3,1,1,5,1,1,2,1,5,0,37,3,10,NA,NA,NA,NA,1,2,1,6,2,5,1,2,4,3,1,1,1,4,4,1,12,0,2,3,1,1,3,1,1,1,1,2,1,5,0,1,10,1,2,4,3,"t2b","T2b","Franklin","Dedham Corp Center","732","8:11",1,0.259438074163482,1,0,87500,0,7.5,"b",0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1
"135","Framingham_Natick_P514",1,4,1,2,2,3,1,3,1,4,2,5,0.25,27,2,3,1,NA,NA,NA,NA,2,1,6,2,6,1,3,3,3,1,1,1,7,4,1,4,0,2,2,1,2,2,2,3,3,1,3,2,4,0.5,1,3,1,3,3,3,"t2a","T2a","Framingham","Natick","P514","8:55",1,0.0766500775067308,0,0,105000,0,3.5,"a",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
"137","Framingham_Wellesley Hills_P504",1,4,1,4,3,4,5,3,1,3,4,3,0,55,5,0,1,NA,NA,NA,NA,2,2,6,1,8,1,3,4,3,1,1,1,3,5,1,3,0,2,3,1,1,4,3,5,6,1,3,5,4,0,1,0,1,3,4,2,"t4a","T4a","Framingham","Wellesley Hills","P504","7:00",0,0.0355823688746614,0,1,250000,0,10.5447154471545,"a",1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1
"138","Framingham_Wellesley Hills_P504",1,4,1,4,1,1,5,1,1,2,1,4,0,42,2,10,NA,1,NA,NA,NA,2,1,4,1,5,1,1,1,1,1,1,1,3,5,1,9,0,2,1,1,1,3,1,1,1,1,3,1,5,0,1,5,1,1,1,3,"t4b","T4b","Framingham","Wellesley Hills","P504","7:00",0,0.0355823688746614,0,1,87500,0,3.5,"b",0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0
"140","Framingham_Wellesley Hills_P504",1,4,1,3,2,2,5,2,1,3,4,2,0,68,5,10,NA,NA,NA,1,NA,2,1,6,1,9,1,3,4,3,1,1,1,3,4,1,20,0,2,1,1,1,3,2,2,1,1,3,4,1,0,1,18,1,3,4,3,"t4a","T4a","Framingham","Wellesley Hills","P504","7:00",0,0.0355823688746614,1,1,300000,0,10.5447154471545,"a",1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
"141","Framingham_Natick_P508",1,4,1,2,1,3,5,2,1,2,2,2,0,52,3,0,NA,NA,NA,1,NA,2,2,6,1,7,1,3,3,3,1,1,1,3,2,1,6,2,2,2,1,1,2,1,2,1,1,3,2,2,0,1,3,1,3,4,3,"t2b","T2b","Framingham","Natick","P508","7:56",0,0.0296914418785174,1,1,135000,0,7.5,"b",0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1
"142","Franklin_Norwood Depot_732",1,4,1,4,3,4,5,7,1,4,2,4,0,32,2,0,NA,NA,NA,1,NA,2,1,5,1,7,1,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t4a","T4a","Franklin","Norwood Depot","732","8:05",0,0.0177879961277832,1,1,135000,0,3.5,"a",1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1
"143","Framingham_Wellesley Hills_P506",1,4,1,2,2,2,5,1,1,1,2,4,0,50,5,1,NA,NA,NA,1,1,2,2,5,1,7,1,3,3,4,1,1,1,3,3,1,3,0,2,3,1,1,2,2,2,2,1,1,2,4,0,1,2,1,3,3,4,"t4a","T4a","Framingham","Wellesley Hills","P506","7:40",1,NA,1,1,135000,0,10.5447154471545,"a",1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
